Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,House Value,House Construction Year,Monthly Owner Cost,Monthly Rent,Public Transport Rate,Personal Transport Rate,Commute Time Public,Commute Time Car,High School Rate,College Rate,Uneducated Rate,English Language,Spanish Language,White Population Rate,Black Population Rate,Hispanic Population Rate,Asian Population Rate,City,County,Lat,Lng,Housing_units,State
92203,30945.0,39.2,67878.0,34944.0,10.321538212958474,3.312328324446599,323200.0,2003.0,2013.0,1390.0,1.0624474508904684,83.78047848352824,,,16.56810470189045,12.037485862013249,0.5364356115689126,,,68.87057682985943,1.8645984811762808,45.8393924705122,3.894005493617709,Indio,Riverside County,33.7,-116.2,11667.0,CA
92210,5060.0,67.7,103365.0,97429.0,4.209486166007905,1.976284584980237,675100.0,1985.0,3041.0,857.0,4.107031736154325,72.61978842563784,,,10.395256916996049,29.960474308300395,0.1778656126482213,,,91.5612648221344,1.067193675889328,3.774703557312253,4.407114624505929,Indian Wells,Riverside County,33.71,-116.33,4830.0,CA
92211,25015.0,64.9,60531.0,47643.0,8.279032580451728,1.5830501698980612,350600.0,1993.0,1914.0,1389.0,2.372262773722628,76.95027372262774,,,14.743154107535478,21.323206076354182,0.3198081151309214,,,87.85128922646412,1.7469518289026584,13.196082350589649,3.5218868678792723,Palm Desert,Riverside County,33.78,-116.33,19948.0,CA
92220,33016.0,40.4,40055.0,19848.0,22.9191906954204,4.113157257087472,200900.0,1984.0,1346.0,996.0,1.6931759876859929,80.02052334530528,,,19.28156045553671,6.069784346983281,1.7779258541313303,,,68.50617882238915,9.168282045069056,41.44657135934093,5.739641385994669,Banning,Riverside County,33.9,-116.8,13061.0,CA
92222,0.0,-666666666.0,-666666666.0,-666666666.0,,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,-666666666.0,-666666666.0,,,,,,,,,,Bard,Imperial County,33.1,-115.1,25.0,CA
92223,52129.0,36.3,68739.0,27161.0,12.035527249707457,2.973392929079783,269800.0,2001.0,1891.0,1183.0,0.9418924793508188,79.24938414722504,,,15.530702679890272,9.645302998331063,1.0320550940934987,,,70.62095954267298,5.862379865334075,39.651633447792975,7.414299142511846,Beaumont,Riverside County,33.9,-117.0,15916.0,CA
92225,21966.0,37.9,39288.0,16024.0,18.56050259491942,3.632887189292543,134000.0,1977.0,1295.0,712.0,0.4782321899736148,80.09564643799472,1280.0,86245.0,16.402622234362195,3.3460803059273423,1.4886642993717565,,,52.7087316762269,11.859237002640445,56.26422653191295,2.057725575890012,Blythe,Riverside County,33.8,-115.1,8288.0,CA
92227,27358.0,32.4,44127.0,17908.0,27.300972293296294,7.884348271072446,159700.0,1982.0,1260.0,822.0,0.1612531674729325,80.33863165169316,,,12.442430002193143,6.181007383580671,2.196798011550552,,,78.73017033408875,1.3816799473645731,80.3677169383727,1.1916075736530447,Brawley,Imperial County,33.1,-115.3,8709.0,CA
92230,3962.0,29.7,34615.0,12832.0,30.9439676930843,8.001009591115599,125400.0,1974.0,858.0,1104.0,0.0,73.58649789029536,,,11.029782937910149,4.391721352852095,0.2776375567895002,,,69.20747097425543,1.867743563856638,56.032306915699145,0.0,Cabazon,Riverside County,33.9,-116.7,938.0,CA
92231,40054.0,32.2,37703.0,15057.0,25.06116742397763,7.337594247765517,182900.0,1992.0,1383.0,862.0,1.209647495361781,77.69944341372913,8560.0,223995.0,11.214859939082238,6.049333399910122,4.154391571378639,,,78.2768262845159,0.3345483597143855,97.33609627003544,0.6266540170769461,Calexico,Imperial County,32.7,-115.5,10826.0,CA
92233,7653.0,32.4,35347.0,7231.0,17.731608519534824,3.1098915457990333,119600.0,1985.0,1000.0,696.0,0.0,82.98507462686567,,,11.302757088723377,1.2021429504769372,1.1368090944727558,,,37.98510388083105,14.778518228145826,76.78034757611394,0.7578727296485038,Calipatria,Imperial County,33.2,-115.5,1270.0,CA
92234,53717.0,37.3,43423.0,21731.0,20.624755663942512,3.712046465737104,232400.0,1986.0,1585.0,1160.0,2.647968098929164,80.42026972534612,29325.0,360360.0,17.903084684550514,7.872740473220768,1.6717240352216245,,,76.89558240408064,3.309939125416535,59.41322114042109,4.799225571048272,Cathedral City,Riverside County,33.82,-116.47,20958.0,CA
92236,44523.0,30.8,34463.0,14431.0,27.78788491341554,7.461312130808795,183800.0,2000.0,1447.0,894.0,0.6604607623901398,84.20614696552083,7450.0,344035.0,19.03510545111516,1.989982705567909,2.778339285313209,,,30.157446712934888,0.572737686139748,97.46872403027648,0.062888843968286,Coachella,Riverside County,33.69,-116.15,9968.0,CA
92239,164.0,60.8,53750.0,23980.0,7.926829268292683,0.0,78000.0,1979.0,1031.0,-666666666.0,3.125,43.75,,,28.04878048780488,4.2682926829268295,0.0,,,91.46341463414636,4.878048780487805,17.073170731707318,0.0,Desert Center,Riverside County,33.76,-115.43,171.0,CA
92240,35434.0,34.5,35879.0,16028.0,33.60049669808658,4.227578032398261,153300.0,1988.0,1203.0,944.0,1.991902834008097,78.80971659919028,18510.0,277100.0,17.531184737822432,5.079866794604053,2.2746514646949256,,,69.39380256251059,6.990461139019021,55.90957837105605,2.0150138285262744,Desert Hot Springs,Riverside County,33.92,-116.53,14481.0,CA
92241,7936.0,53.8,30658.0,20657.0,23.96673387096774,4.523689516129032,80900.0,1983.0,1459.0,718.0,0.0,81.04547386315342,,,20.161290322580644,8.02671370967742,1.9909274193548387,,,83.15272177419355,2.633568548387097,42.641129032258064,0.8442540322580645,Desert Hot Springs,Riverside County,33.9,-115.9,6283.0,CA
92242,1209.0,60.5,29714.0,22270.0,20.34739454094293,3.639371381306865,70800.0,1982.0,1268.0,547.0,0.0,84.17910447761194,,,24.483043837882548,8.105872622001653,2.0678246484698097,,,93.631100082713,1.488833746898263,14.88833746898263,0.0,Earp,San Bernardino County,34.3,-114.3,1681.0,CA
92243,49915.0,33.3,43842.0,18930.0,23.800460783331665,5.827907442652509,171600.0,1978.0,1528.0,772.0,1.326152420662497,80.32777391707204,9295.0,244075.0,11.177000901532605,6.3187418611639785,1.7549834719022337,,,50.45377141139938,2.5503355704697985,83.92266853651208,2.059501151958329,El Centro,Imperial County,32.7,-115.8,16217.0,CA
92249,8166.0,27.7,46786.0,13995.0,13.592946362968403,5.914768552534901,172700.0,2002.0,1440.0,766.0,0.0,88.93600616808018,,,8.204751408278227,6.894440362478569,3.465589027675729,,,75.39799167278962,0.0,97.40386970364928,1.9593436198873373,Heber,Imperial County,32.73,-115.48,2006.0,CA
92250,8689.0,32.7,51758.0,18855.0,25.353895730233628,7.423178731729774,162200.0,1977.0,1328.0,700.0,0.5294506949040371,78.12706816677697,,,12.774772701116357,5.777419726090459,2.6124985613994705,,,70.50293474507998,1.0588099896420762,74.35838416388538,1.415582920934515,Holtville,Imperial County,32.9,-115.2,2828.0,CA
92251,22813.0,30.5,83909.0,22516.0,4.979616885109367,4.699075088765178,208400.0,1999.0,1713.0,1156.0,0.0506457330969865,92.4284629020005,,,10.27045982553807,7.197650462455617,0.6619033007495726,,,63.433130232762025,6.167536054004295,74.8783588304914,2.3583044755183447,Imperial,Imperial County,32.9,-115.8,5572.0,CA
92252,9232.0,43.0,38405.0,22826.0,21.425476603119584,6.4666377816291165,118200.0,1976.0,941.0,839.0,1.4276228419654715,82.73572377158034,,,17.493500866551127,9.055459272097051,1.0181975736568458,,,86.53596187175043,1.0181975736568458,16.86525129982669,2.0905545927209706,Joshua Tree,San Bernardino County,34.1,-116.3,5343.0,CA
92253,39955.0,46.4,78228.0,45094.0,10.904767863846828,3.2987110499311725,376100.0,1998.0,2010.0,1429.0,1.3775602682617365,76.00145006344027,9640.0,267640.0,12.82442748091603,15.094481291452883,1.4241021148792392,,,79.35427355775248,2.027280690777124,33.86309598298085,3.614065824052058,La Quinta,Riverside County,33.67,-116.28,23339.0,CA
92254,11550.0,26.8,26830.0,9970.0,36.58008658008658,5.792207792207792,115300.0,1995.0,1067.0,669.0,0.6498027384543977,69.04154096077977,,,13.35930735930736,1.1082251082251082,2.536796536796537,,,35.82683982683983,0.0,96.86580086580086,0.0,Mecca,Riverside County,33.6,-115.8,3093.0,CA
92256,3250.0,49.3,49563.0,26785.0,15.446153846153846,5.076923076923077,133800.0,1973.0,1099.0,918.0,0.0,89.27359131025119,,,19.630769230769232,9.138461538461538,0.2461538461538461,,,89.84615384615384,0.3076923076923077,16.0,0.3384615384615385,Morongo Valley,San Bernardino County,34.1,-116.6,2030.0,CA
92257,1610.0,59.8,17694.0,15086.0,42.91925465838509,5.279503105590062,39000.0,1978.0,959.0,419.0,0.5063291139240507,57.721518987341774,,,26.08695652173913,1.7391304347826086,0.0,,,71.61490683229813,2.360248447204969,38.94409937888199,0.5590062111801242,Niland,Imperial County,33.3,-115.6,1832.0,CA
92258,685.0,49.9,-666666666.0,11971.0,31.094890510948904,7.007299270072993,71500.0,1981.0,-666666666.0,-666666666.0,0.0,88.12785388127854,,,31.094890510948904,0.0,0.7299270072992701,,,68.75912408759125,6.423357664233577,65.1094890510949,0.0,North Palm Springs,Riverside County,33.93,-116.518,483.0,CA
92259,181.0,56.3,30114.0,18027.0,34.806629834254146,7.734806629834254,78600.0,1984.0,-666666666.0,-666666666.0,0.0,90.56603773584904,,,23.756906077348063,7.734806629834254,0.0,,,100.0,0.0,3.867403314917127,0.0,Ocotillo,Imperial County,32.75,-116.03,526.0,CA
92260,34091.0,50.3,53750.0,36794.0,14.54636120970344,2.472793405884251,316900.0,1983.0,1843.0,1151.0,2.2016062032677928,75.46386042647467,,,15.804757853979057,15.247426006863982,1.0354639054295856,,,81.49951600129066,2.03866123023672,30.15165292892552,4.485054706520782,Palm Desert,Riverside County,33.71,-116.41,22799.0,CA
92262,28377.0,50.9,47840.0,36215.0,19.66381224230891,5.803996194100856,360900.0,1979.0,1861.0,988.0,2.3146595102314658,70.23649781952365,11860.0,176710.0,14.546992282482291,15.632378334566727,1.1206258589702929,,,81.69644430348522,6.230397857419741,32.445290199809705,4.140677309088346,Palm Springs,Riverside County,33.86,-116.58,18306.0,CA
92264,19664.0,58.4,47679.0,44007.0,18.14991863303499,3.8954434499593167,304600.0,1974.0,1931.0,1036.0,1.0405690200210749,73.94625922023182,,,14.26973148901546,19.522986167615947,0.7628152969894223,,,85.33360455655004,2.171480878763222,20.21460537021969,5.263425549227014,Palm Springs,Riverside County,33.7,-116.5,17140.0,CA
92266,103.0,70.2,27663.0,29604.0,0.0,0.0,-666666666.0,1966.0,-666666666.0,-666666666.0,0.0,54.0,,,47.57281553398058,0.0,0.0,,,100.0,0.0,0.0,0.0,Palo Verde,Imperial County,33.4,-114.72,293.0,CA
92267,5.0,-666666666.0,-666666666.0,,0.0,0.0,-666666666.0,1978.0,-666666666.0,-666666666.0,0.0,100.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,Parker Dam,San Bernardino County,34.28,-114.18,144.0,CA
92268,539.0,60.5,39234.0,31099.0,9.833024118738404,1.855287569573284,173400.0,1977.0,1418.0,760.0,0.0,91.6030534351145,,,32.83858998144712,11.131725417439704,0.0,,,100.0,0.0,14.84230055658627,0.0,Pioneertown,San Bernardino County,34.157,-116.497,482.0,CA
92270,17975.0,65.9,64754.0,62852.0,11.777468706536856,2.7983310152990266,483100.0,1984.0,2451.0,1251.0,2.471516213847502,74.33829973707275,,,14.492350486787204,21.974965229485395,0.4005563282336578,,,89.31293463143254,2.586926286509041,10.258692628650904,3.1043115438108484,Rancho Mirage,Riverside County,33.78,-116.43,14244.0,CA
92273,1665.0,33.0,26071.0,11319.0,42.64264264264264,10.57057057057057,146900.0,1989.0,954.0,773.0,0.0,87.41007194244604,,,9.78978978978979,3.903903903903904,1.8018018018018016,,,87.38738738738739,0.0,85.22522522522523,0.0,Seeley,Imperial County,32.8,-115.6,583.0,CA
92274,17298.0,28.9,29330.0,13119.0,37.46675916290901,6.445831888079547,69200.0,1987.0,1064.0,675.0,0.5311203319502075,75.98340248962656,1345.0,116740.0,14.290669441553938,2.295063013065094,3.196901375881605,,,44.66990403514857,0.8440282113539137,88.48421782865071,0.237021620996647,Thermal,Riverside County,33.4,-116.1,5980.0,CA
92275,2139.0,37.0,30259.0,15720.0,24.45067788686302,4.160822814399252,113100.0,1997.0,981.0,948.0,0.0,72.02216066481995,,,20.710612435717625,4.908835904628331,1.075268817204301,,,52.22066386161758,3.5530621785881253,58.48527349228611,2.2907900888265544,Salton City,Imperial County,33.2,-116.0,986.0,CA
92276,7278.0,48.5,41302.0,20804.0,13.712558395163509,2.624347348172575,149300.0,1983.0,1181.0,1220.0,0.0,82.6923076923077,,,21.901621324539708,7.488320967298707,1.1679032701291563,,,79.78840340752954,2.569387194284144,59.38444627644957,1.126683154712833,Thousand Palms,Riverside County,33.83,-116.38,3552.0,CA
92277,23978.0,26.8,39466.0,19843.0,23.663358078238385,5.1672366335807824,121600.0,1980.0,1173.0,911.0,0.3511385401149181,84.1668440093637,1775.0,147005.0,13.0286095587622,7.92810075902911,0.350321127700392,,,69.75560930853283,10.16765368254233,21.14438235048795,3.715906247393444,Twentynine Palms,San Bernardino County,34.3,-115.6,11910.0,CA
92278,4154.0,21.6,51528.0,21581.0,0.4092441020702937,0.6259027443428021,-666666666.0,2007.0,-666666666.0,1190.0,0.0,19.640914036996737,-666666666.0,4275.0,5.94607607125662,2.3591718825228694,0.0,,,83.60616273471354,7.029369282619162,21.6177178623014,2.9610014443909485,Twentynine Palms,San Bernardino County,34.2061,-116.0292,141.0,CA
92280,17.0,-666666666.0,-666666666.0,,0.0,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0.0,100.0,,,100.0,0.0,0.0,,,0.0,100.0,0.0,0.0,Vidal,San Bernardino County,34.4,-114.8,17.0,CA
92281,2576.0,27.6,35536.0,13916.0,33.26863354037267,5.163043478260869,109500.0,1980.0,1055.0,730.0,3.78698224852071,83.19526627218934,1190.0,15905.0,13.625776397515528,3.4937888198757765,1.940993788819876,,,54.774844720496894,3.260869565217391,85.8695652173913,0.0,Westmorland,Imperial County,33.05,-115.58,746.0,CA
92282,1498.0,40.7,35754.0,18605.0,35.91455273698264,4.873164218958611,136600.0,1983.0,971.0,1346.0,0.0,75.33980582524272,,,10.81441922563418,5.473965287049399,2.2696929238985315,,,69.75967957276369,11.615487316421897,35.44726301735648,6.008010680907877,Whitewater,Riverside County,33.97,-116.67,607.0,CA
92283,1970.0,37.9,27000.0,14851.0,29.39086294416244,7.715736040609137,77600.0,1983.0,742.0,576.0,0.0,77.69080234833659,,,17.614213197969544,4.213197969543147,1.5736040609137056,,,39.18781725888325,1.6243654822335023,37.66497461928934,2.1319796954314723,Winterhaven,Imperial County,33.1,-114.9,1649.0,CA
92284,26000.0,42.8,42723.0,23777.0,20.31923076923077,5.25,156700.0,1979.0,1280.0,978.0,0.6049028971665075,84.15578902684919,2535.0,207420.0,18.657692307692308,6.865384615384615,0.9307692307692308,,,80.76153846153846,5.376923076923077,18.95,1.4807692307692308,Yucca Valley,San Bernardino County,34.2,-116.5,11943.0,CA
92285,2597.0,50.0,28650.0,17015.0,40.04620716211013,6.854062379668848,91900.0,1965.0,1010.0,891.0,0.0,67.38197424892704,,,16.750096264921062,7.12360415864459,0.0,,,88.44820947246824,1.2706969580284944,15.402387370042357,0.5005775895263765,Landers,San Bernardino County,34.3,-116.6,2517.0,CA
92301,33347.0,28.0,33919.0,11902.0,35.4274747353585,5.637688547695445,150000.0,1996.0,1254.0,1048.0,0.9846084200995926,71.97827071072884,5765.0,234985.0,12.193000869643448,2.2070950910126848,1.649323777251327,,,61.75967853180196,21.22229885746844,61.66071910516688,1.5893483671694606,Adelanto,San Bernardino County,34.6,-117.5,9470.0,CA
92304,23.0,-666666666.0,-666666666.0,,39.130434782608695,0.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,0.0,100.0,,,0.0,0.0,60.869565217391305,,,60.869565217391305,0.0,100.0,0.0,Amboy,San Bernardino County,34.558,-115.747,23.0,CA
92305,507.0,56.4,63594.0,38746.0,11.6370808678501,4.930966469428008,278000.0,1969.0,-666666666.0,1550.0,0.0,30.687830687830687,,,11.242603550295858,14.990138067061144,0.1972386587771203,,,91.3214990138067,0.1972386587771203,9.072978303747536,0.0,Angelus Oaks,San Bernardino County,34.2,-116.9,629.0,CA
92307,38304.0,35.1,56579.0,27578.0,17.804928989139515,4.357247284878864,226900.0,1985.0,1540.0,988.0,0.9694996815511996,82.39331965182932,13435.0,340370.0,15.914786967418546,6.521512113617376,0.3367794486215539,,,81.02548036758563,7.884294068504595,32.36998746867168,2.613304093567252,Apple Valley,San Bernardino County,34.6,-117.1,14125.0,CA
92308,41442.0,40.1,45585.0,21886.0,18.505381014429805,5.477534868008301,201700.0,1987.0,1386.0,1038.0,0.557405530621109,79.27464890690604,3690.0,381790.0,18.72737802229622,6.155590946382897,1.1196370831523574,,,81.87587471647122,7.007383813522513,34.479513536991455,3.5061049177163266,Apple Valley,San Bernardino County,34.4,-117.1,15613.0,CA
92309,656.0,30.4,38977.0,17733.0,21.646341463414632,1.3719512195121952,-666666666.0,1983.0,-666666666.0,746.0,0.0,58.60058309037901,,,24.23780487804878,2.2865853658536586,1.829268292682927,,,93.75,0.0,60.36585365853659,5.945121951219512,Baker,San Bernardino County,35.2802,-116.0561,317.0,CA
92310,9053.0,21.7,50621.0,18905.0,5.070142494200818,2.3307190986413344,-666666666.0,2000.0,-666666666.0,1243.0,0.0,65.06417736289382,-666666666.0,20325.0,4.230641776206783,9.10195515298796,0.2540594278139843,,,61.59284215177289,18.778305534077106,23.04208549652049,7.478184027394234,Fort Irwin,San Bernardino County,35.26,-116.69,2487.0,CA
92311,33938.0,30.8,41757.0,19143.0,32.63598326359833,4.959042960693028,108600.0,1969.0,1117.0,747.0,1.2369572534500168,75.9845169976439,,,15.696269668218516,4.169367670457894,1.184512935352702,,,69.65053921857505,12.466851317107666,46.25198892097354,2.9347633920678886,Barstow,San Bernardino County,35.0,-117.0,13151.0,CA
92313,12478.0,37.9,65565.0,27044.0,11.572367366565157,4.648180798204841,276500.0,1978.0,1732.0,1305.0,0.7636299058781744,82.08133546439353,1700.0,109470.0,17.735213976598814,9.528770636319924,0.5609873377143773,,,70.20355826254207,4.976759096008975,48.83795480044879,6.74787626222151,Grand Terrace,San Bernardino County,34.03,-117.31,4645.0,CA
92314,11309.0,44.8,51333.0,26470.0,17.127951189318242,3.5635334689185605,241200.0,1977.0,1499.0,1070.0,0.0,87.64426340801086,-666666666.0,101780.0,20.74453974710408,7.843310637545318,0.2475904147139446,,,93.9694048987532,0.6631886108409232,19.665752940136176,1.8127155362985232,Big Bear City,San Bernardino County,34.3,-116.9,9153.0,CA
92315,5255.0,43.0,50047.0,30938.0,15.699333967649856,2.055185537583254,381600.0,1976.0,1696.0,943.0,0.2831524303916942,83.48277489381783,,,16.460513796384397,10.846812559467176,0.247383444338725,,,91.55090390104662,1.141769743101808,26.88867745004757,1.0466222645099903,Big Bear Lake,San Bernardino County,34.25,-116.91,10066.0,CA
92316,29304.0,32.5,53648.0,17365.0,17.185367185367184,5.135817635817636,234400.0,1976.0,1474.0,1149.0,2.229325465125809,72.42848946807639,,,15.284602784602784,4.572754572754572,2.125989625989626,,,53.108790608790606,4.395304395304395,79.1052416052416,1.7062517062517062,Bloomington,San Bernardino County,34.06,-117.39,7527.0,CA
92320,8457.0,49.2,49619.0,27919.0,12.072839068227504,4.091285325765638,194300.0,1979.0,1628.0,978.0,0.0,84.82047635975826,,,20.397304008513657,9.093059004375077,1.0996807378503015,,,86.14165779827361,1.312522170982618,25.032517441172992,3.3108667376138112,Calimesa,Riverside County,33.98,-117.04,3654.0,CA
92321,1210.0,46.5,73311.0,28815.0,19.09090909090909,4.214876033057851,281400.0,1967.0,1670.0,1108.0,0.0,83.82352941176471,,,11.735537190082646,14.462809917355372,0.0,,,89.83471074380165,0.3305785123966942,27.93388429752066,1.4049586776859504,Cedar Glen,San Bernardino County,34.25,-117.16,1393.0,CA
92322,719.0,51.9,35179.0,22925.0,16.411682892906814,2.2253129346314324,183000.0,1967.0,866.0,1078.0,0.0,65.625,,,22.67037552155772,6.119610570236439,0.0,,,98.0528511821975,0.0,16.968011126564672,0.0,Cedarpines Park,San Bernardino County,34.251,-117.326,886.0,CA
92324,58650.0,30.8,48578.0,19433.0,17.14066496163683,3.924978687127025,213600.0,1978.0,1466.0,1087.0,1.5326308775144726,79.88005497480322,,,14.789428815004262,5.59079283887468,1.4970161977834613,,,64.58141517476555,7.524296675191816,68.7843137254902,4.634271099744246,Colton,San Bernardino County,34.03,-117.28,17685.0,CA
92325,8789.0,44.0,57118.0,28740.0,15.178063488451471,2.434861759016953,217300.0,1962.0,1424.0,900.0,0.8072916666666666,76.875,,,15.621799977244285,9.352599840709978,0.113778586869951,,,90.02161793150529,1.3880987598134031,18.93275685515986,1.1832973034474912,Crestline,San Bernardino County,34.24,-117.27,6309.0,CA
92327,718.0,46.2,35905.0,18190.0,37.74373259052925,0.0,109200.0,1969.0,-666666666.0,586.0,0.0,33.734939759036145,,,7.799442896935933,1.2534818941504178,0.0,,,70.05571030640668,17.409470752089135,19.35933147632312,0.0,Daggett,San Bernardino County,34.86,-116.79,369.0,CA
92328,320.0,41.8,29605.0,29156.0,16.5625,2.5,-666666666.0,1989.0,-666666666.0,-666666666.0,0.0,27.235772357723576,,,33.125,17.1875,1.25,,,73.4375,6.875,9.375,2.1875,Death Valley,Inyo County,36.4,-117.1,331.0,CA
92332,11.0,59.6,-666666666.0,49391.0,0.0,0.0,-666666666.0,1979.0,-666666666.0,-666666666.0,0.0,42.85714285714285,,,36.36363636363637,27.27272727272728,0.0,,,100.0,0.0,0.0,0.0,Essex,San Bernardino County,34.8,-115.3,93.0,CA
92333,300.0,67.4,72109.0,53631.0,4.666666666666667,13.333333333333334,457600.0,1965.0,2029.0,1573.0,0.0,84.61538461538461,,,27.0,13.666666666666666,0.0,,,100.0,0.0,0.0,0.0,Fawnskin,San Bernardino County,34.269,-116.944,992.0,CA
92335,99791.0,29.4,47226.0,15346.0,20.85959655680372,5.235943121123148,255900.0,1975.0,1436.0,1086.0,1.707156927117531,76.62760745492197,46025.0,849420.0,15.584571754967882,3.797937689771623,2.663566854726378,,,35.37092523373851,4.846128408373501,83.11070136585464,1.7526630658075375,Fontana,San Bernardino County,34.09,-117.46,24246.0,CA
92336,94327.0,31.7,87744.0,25848.0,10.192203716857316,3.969171075089847,364100.0,1995.0,2196.0,1772.0,1.6954869465494369,80.40745654471453,61850.0,1166060.0,13.974789826878837,9.904905276325971,1.3591018478272392,,,50.50833801562649,11.518441167428202,57.55086030510882,9.662132793367752,Fontana,San Bernardino County,34.15,-117.46,23271.0,CA
92337,38938.0,30.5,76046.0,22546.0,8.153988391802352,3.8574143510195698,304000.0,1989.0,1854.0,1546.0,1.989250290907076,78.17365767163517,24425.0,431610.0,15.984385433252864,7.429760131491088,1.476706559145308,,,38.4816888386666,9.938877189377983,69.16893523036622,7.20375982330885,Fontana,San Bernardino County,34.05,-117.47,9851.0,CA
92338,0.0,-666666666.0,-666666666.0,-666666666.0,,,-666666666.0,-666666666.0,-666666666.0,-666666666.0,,,-666666666.0,-666666666.0,,,,,,,,,,Ludlow,San Bernardino County,34.8,-116.5,5.0,CA
92339,1295.0,38.0,65167.0,30279.0,6.100386100386101,4.478764478764479,235900.0,1954.0,1529.0,1300.0,0.0,83.0155979202773,,,9.652509652509652,15.5984555984556,0.0,,,95.75289575289575,0.0,8.416988416988417,0.0,Forest Falls,San Bernardino County,34.1,-116.8,716.0,CA
92341,232.0,60.1,-666666666.0,17477.0,50.0,0.0,199500.0,1964.0,1058.0,-666666666.0,0.0,56.14035087719298,-666666666.0,655.0,13.79310344827586,15.948275862068966,0.0,,,100.0,0.0,0.0,0.0,Green Valley Lake,San Bernardino County,34.25,-117.08,1096.0,CA
92342,7096.0,41.8,72872.0,27561.0,15.614430665163471,4.058624577226607,216300.0,1989.0,1501.0,1398.0,0.0,78.266438941076,,,13.542841037204058,10.96392333709132,0.4227733934611049,,,87.8945885005637,5.52423900789177,23.167981961668545,1.677001127395716,Helendale,San Bernardino County,34.8,-117.3,3107.0,CA
92344,23275.0,32.6,80230.0,24635.0,9.997851772287865,3.961331901181525,277900.0,2001.0,1712.0,1456.0,0.4330376003379805,82.71018166455428,,,15.24812030075188,5.551020408163265,1.1901181525241675,,,80.1374865735768,8.055853920515574,45.890440386680986,3.690655209452202,Hesperia,San Bernardino County,34.39,-117.41,6421.0,CA
92345,80910.0,30.9,46696.0,17740.0,24.062538623161537,5.315782968730688,192100.0,1984.0,1305.0,1073.0,0.5523857978704074,80.96449467601846,,,17.11036954640959,3.629959213941417,1.4757137560252132,,,83.89074280064268,3.7510814485230495,57.11407736991719,1.4596465208256086,Hesperia,San Bernardino County,34.4,-117.3,25758.0,CA
92346,60424.0,35.3,60732.0,24515.0,16.521580828809743,3.968621739706077,286600.0,1982.0,1894.0,1017.0,0.8174979345131974,80.31047527938426,14675.0,435810.0,14.269164570369387,7.430822189858334,2.113398649543228,,,59.861975374023565,11.2422216337879,44.4277108433735,8.526413345690454,Highland,San Bernardino County,34.15,-117.15,17999.0,CA
92347,917.0,37.2,43750.0,13225.0,20.93784078516903,1.3086150490730644,-666666666.0,1984.0,1143.0,-666666666.0,0.0,82.23938223938224,,,16.466739367502726,3.707742639040349,0.0,,,74.2639040348964,8.069792802617231,42.0937840785169,1.0905125408942202,Hinkley,San Bernardino County,35.0,-117.3,790.0,CA
92352,6237.0,44.6,73875.0,38300.0,10.421677088343754,2.276735610068944,384500.0,1977.0,2174.0,1392.0,0.0,80.74074074074075,,,9.363476030142698,12.698412698412698,0.4008337341670675,,,90.12345679012346,1.0261343594676928,16.129549462882796,2.549302549302549,Lake Arrowhead,San Bernardino County,34.26,-117.22,8544.0,CA
92354,21341.0,35.7,54877.0,30417.0,15.538165971603954,2.9661215500679443,340000.0,1980.0,1904.0,1172.0,1.409232134931203,76.6866400355082,,,11.208471955391031,18.48085844149759,0.9418490230073568,,,50.86921887446699,12.26746637926995,23.91640504193805,29.78773253362073,Loma Linda,San Bernardino County,34.05,-117.25,8594.0,CA
92356,6239.0,49.8,27708.0,17020.0,33.54704279531976,6.138804295560186,129300.0,1975.0,1131.0,739.0,0.99009900990099,75.57755775577557,,,24.74755569802853,3.2056419297964416,0.4327616605225196,,,86.58438852380189,2.836993107869851,21.55794197788107,0.8655233210450393,Lucerne Valley,San Bernardino County,34.5,-116.9,3494.0,CA
92358,954.0,54.1,41635.0,25598.0,16.352201257861637,6.813417190775682,232800.0,1964.0,1427.0,1083.0,1.1267605633802815,76.61971830985915,,,28.19706498951782,8.59538784067086,1.572327044025157,,,88.25995807127883,0.0,28.82599580712788,0.5241090146750524,Lytle Creek,San Bernardino County,34.3,-117.5,457.0,CA
92359,8913.0,35.4,56590.0,24286.0,8.078088185796028,4.723437675305733,269600.0,1979.0,1674.0,935.0,1.251840942562592,85.2233676975945,,,15.87568719847414,9.020531807472231,0.762930550880736,,,77.11208347357793,2.748793896555593,32.480646247054864,4.66733984068215,Mentone,San Bernardino County,34.1,-117.06,3058.0,CA
92363,5384.0,41.0,34159.0,18773.0,27.19167904903417,2.1916790490341755,85800.0,1977.0,1113.0,585.0,0.0,77.59685569904548,-666666666.0,16815.0,21.155274888558694,4.086181277860327,0.5386329866270431,,,76.11441307578009,1.8202080237741456,24.368499257057948,1.8945022288261515,Needles,San Bernardino County,34.7,-114.6,3976.0,CA
92364,0.0,-666666666.0,-666666666.0,-666666666.0,,,-666666666.0,1980.0,-666666666.0,-666666666.0,,,-666666666.0,-666666666.0,,,,,,,,,,Nipton,San Bernardino County,35.4,-115.4,100.0,CA
