Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,House Value,House Construction Year,Monthly Owner Cost,Monthly Rent,Public Transport Rate,Personal Transport Rate,Commute Time Public,Commute Time Car,High School Rate,College Rate,Uneducated Rate,English Language Rate,Spanish Language Rate,White Population Rate,Black Population Rate,Hispanic Population Rate,Asian Population Rate,City,County,Lat,Lng,Housing_units,State
96014,152.0,48.6,57917.0,30920.0,0.0,0.0,163400.0,1965.0,1141.0,-666666666.0,3.409090909090909,79.54545454545455,,,17.105263157894736,12.5,0.0,86.84210526315789,0.0,61.18421052631579,0.0,17.763157894736842,13.157894736842104,Callahan,Siskiyou County,41.3,-122.7,124.0,CA
96015,814.0,41.2,24205.0,10699.0,27.764127764127764,10.687960687960688,154400.0,1969.0,-666666666.0,652.0,5.909090909090909,46.81818181818182,,,21.744471744471745,4.791154791154791,0.0,71.4987714987715,23.71007371007371,73.95577395577395,9.213759213759214,26.65847665847666,2.457002457002457,Canby,Modoc County,41.6,-121.0,156.0,CA
96016,532.0,57.5,49732.0,27943.0,15.413533834586469,1.6917293233082706,225400.0,1977.0,1354.0,-666666666.0,0.0,83.6734693877551,,,31.57894736842105,3.7593984962406015,0.0,88.7218045112782,1.8796992481203008,97.74436090225564,0.0,4.135338345864661,0.0,Cassel,Shasta County,40.93,-121.58,238.0,CA
96017,234.0,54.3,38438.0,17232.0,45.2991452991453,3.418803418803418,261100.0,1971.0,1833.0,778.0,0.0,76.5625,,,16.23931623931624,12.393162393162394,0.8547008547008547,96.15384615384616,0.4273504273504273,90.5982905982906,0.0,2.5641025641025643,0.8547008547008547,Castella,Shasta County,41.1,-122.4,184.0,CA
96019,10129.0,41.3,40455.0,20344.0,19.547832954882026,5.499062098923882,160000.0,1977.0,1319.0,972.0,0.4985568092364209,81.29099973760168,,,16.11215322341791,6.071675387501234,1.0267548622766314,86.94836607759898,4.452561950834238,87.56046993780235,0.009872642906506,11.28443084213644,1.777075723171093,Shasta Lake,Shasta County,40.68,-122.37,4148.0,CA
96020,2246.0,53.7,42433.0,27994.0,11.130899376669635,4.229741763134461,223300.0,1980.0,1449.0,932.0,0.1149425287356321,67.58620689655173,,,13.357079252003562,10.017809439002672,0.2671415850400712,88.73552983081034,1.2911843276936776,92.92074799643812,0.089047195013357,3.472840605520926,0.0,Chester,Plumas County,40.3,-121.3,1752.0,CA
96021,16121.0,33.7,39756.0,16458.0,23.658581973822965,6.339557099435519,140800.0,1981.0,1116.0,845.0,1.2177121771217712,73.02583025830258,1845.0,97725.0,16.87860554556169,4.45381800136468,1.6438186216735935,62.90552695242231,28.521803858321444,83.66106320947831,1.2840394516469202,38.63904224303703,0.5272625767632281,Corning,Tehama County,39.9,-122.3,6337.0,CA
96022,17488.0,40.9,52154.0,24308.0,16.445562671546202,6.690301921317475,226200.0,1988.0,1654.0,1064.0,0.5894874733911905,81.41476993613885,,,16.171088746569076,5.580969807868253,0.3202195791399817,84.3607044830741,7.445105215004575,89.27264409881062,0.3259377859103385,11.22483989021043,0.651875571820677,Cottonwood,Tehama County,40.4,-122.4,6443.0,CA
96023,1339.0,30.8,30710.0,16417.0,24.495892457057504,8.513816280806573,106300.0,1974.0,839.0,744.0,0.0,72.94429708222812,,,21.50858849887976,5.526512322628827,0.970873786407767,71.9193427931292,14.86183719193428,86.25840179238237,0.2987303958177744,28.75280059746079,0.0,Dorris,Siskiyou County,41.9,-122.0,603.0,CA
96024,1163.0,50.3,44583.0,28022.0,20.80825451418745,5.588993981083405,275000.0,1982.0,1466.0,935.0,0.0,78.19548872180451,,,13.155631986242476,15.477214101461737,0.0,88.3920894239037,1.5477214101461736,84.95270851246775,0.0,11.6938950988822,0.171969045571797,Douglas City,Trinity County,40.6,-122.8,670.0,CA
