Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Unemployment Rate,House Value,House Construction Year,Monthly Owner Cost,Monthly Rent,Public Transport Rate,Personal Transport Rate,Commute Time Public,Commute Time Car,High School Rate,College Rate,Uneducated Rate,English Language Rate,Spanish Language Rate,White Population Rate,Black Population Rate,Hispanic Population Rate,Asian Population Rate,City,County,Lat,Lng,Housing_units,State
95823,76079.0,30.0,36886.0,15784.0,29.81768950695987,7.096570669961487,154800.0,1980.0,1388.0,934.0,3.7773584905660376,69.75094339622642,40950.0,479710.0,13.194179734223637,5.742714809605804,3.621235820660104,43.71640005783462,22.66459864088645,36.101946660707945,21.78524954323795,33.7123253460219,23.19956886920175,Sacramento,Sacramento County,38.47,-121.44,24552.0,CA
95824,30053.0,30.6,29809.0,12854.0,36.26925764482747,7.559977373307158,110500.0,1965.0,1265.0,891.0,3.1823138693367703,69.48547635570536,0.0,0.0,14.920307456826274,3.586996306525139,6.914451136325824,40.53172728180215,27.33504142681263,39.011080424583234,12.151865038432105,38.31564236515489,27.434865071706653,Sacramento,Sacramento County,38.52,-121.44,9689.0,CA
95825,31846.0,32.6,37291.0,25547.0,28.92356967908057,7.903661370344785,217000.0,1974.0,1611.0,862.0,3.642694522565957,76.63050756662649,20930.0,249010.0,11.948125353262576,15.012874458330716,0.794448282358852,63.25127174527413,15.757080952081894,59.02154116686554,12.63580983483012,24.882245807950763,9.621302518369657,Sacramento,Sacramento County,38.59,-121.41,16993.0,CA
95826,38256.0,34.1,54308.0,26416.0,20.14585947302384,6.438205771643664,211800.0,1973.0,1571.0,965.0,5.62120189061445,77.09318028359216,46890.0,286110.0,11.237452948557088,14.808134671685488,1.0482015892931829,69.95503973232957,12.071309075700544,66.26934337097448,9.75271852781263,23.144081974069422,9.60633626097867,Sacramento,Sacramento County,38.54,-121.39,16192.0,CA
95827,20509.0,35.6,49450.0,22643.0,17.480130674338096,6.348432395533668,179800.0,1977.0,1454.0,1111.0,5.0,76.41379310344827,23020.0,142160.0,15.115315227461114,10.244282997708323,1.4042615437125163,61.41206299673314,9.629918572334097,66.6682919693793,11.22434053342435,18.30903505777951,9.883465795504412,Sacramento,Sacramento County,38.56,-121.32,7846.0,CA
95828,62016.0,33.4,45206.0,17970.0,21.99109907120743,6.857907636738906,161700.0,1983.0,1452.0,1095.0,2.0242199239812604,76.55794219040042,0.0,0.0,15.450851393188854,6.756320949432404,5.064821981424148,46.42672858617131,14.801019091847266,34.56688596491228,14.725232198142416,25.61919504643963,32.75767543859649,Sacramento,Sacramento County,38.49,-121.4,18515.0,CA
95829,26533.0,33.2,77892.0,27011.0,13.262729431274265,4.469905400821618,295800.0,2001.0,1897.0,1510.0,1.3225180744136835,76.45036148827367,0.0,0.0,10.605660875136625,13.432329551878793,2.6156107488787548,56.846191535069536,10.11947386273697,45.68273470772246,9.712433573286097,18.965062375155465,32.35593411977538,Sacramento,Sacramento County,38.46,-121.36,7763.0,CA
95830,792.0,50.1,50893.0,28035.0,26.51515151515152,4.671717171717172,395500.0,1985.0,2471.0,1368.0,3.571428571428572,74.2063492063492,0.0,0.0,12.12121212121212,8.333333333333334,4.040404040404041,55.30303030303031,6.4393939393939394,50.505050505050505,0.0,11.742424242424242,21.843434343434343,Sacramento,Sacramento County,38.5,-121.27,311.0,CA
95831,41233.0,45.9,69085.0,39417.0,6.814929789246477,4.843208110008973,337900.0,1981.0,1992.0,1140.0,4.540211806647793,76.24515046660376,0.0,0.0,10.105983071811414,19.537748890451823,0.817306526326001,72.70875269808164,6.424465840467587,46.283316760846894,14.653311667838867,16.076928673635194,27.23789197972497,Sacramento,Sacramento County,38.52,-121.53,19186.0,CA
95832,11283.0,27.5,41242.0,13887.0,25.906230612425773,8.020916422937162,163800.0,1974.0,1422.0,1139.0,4.7171971605220975,66.31554843141745,0.0,0.0,15.288487104493486,3.5362935389524064,4.263050607108038,38.978994948152085,16.94584773553133,27.058406452184705,21.04936630328813,27.12930958078525,20.561907294159354,Sacramento,Sacramento County,38.42,-121.5,3222.0,CA
95833,40129.0,31.4,58575.0,26107.0,19.130803159809613,6.608686984475068,183200.0,1984.0,1567.0,1092.0,2.5114404009588145,77.17367618217476,29115.0,318770.0,12.69406165117496,11.931520845273992,1.268409379750305,58.83774826185552,22.427670761793216,50.91579655610656,13.077824017543422,38.86715343018764,10.790201599840517,Sacramento,Sacramento County,38.63,-121.55,15007.0,CA
95834,24832.0,31.1,53698.0,25492.0,21.21858891752577,5.545264175257732,237700.0,2002.0,1748.0,1035.0,3.757007781775584,80.20249351518702,0.0,0.0,12.84632731958763,12.222132731958762,1.8202319587628863,53.282055412371136,17.8882087628866,41.241140463917525,14.453125,28.4350837628866,22.374355670103093,Sacramento,Sacramento County,38.64,-121.52,10085.0,CA
95835,38942.0,35.1,79499.0,30609.0,6.4326434184171335,4.606851214626881,273800.0,2004.0,2060.0,1479.0,2.8120454667887733,79.82007218660777,26295.0,396665.0,10.240871038981048,18.424836936983205,1.3943813877047917,54.34749114067074,12.983411226952905,46.476811668635406,11.532535565713111,22.903292075394177,27.56920548508037,Sacramento,Sacramento County,38.67,-121.53,13606.0,CA
95838,37133.0,27.9,39622.0,14990.0,29.68518568389303,5.585328414079121,143700.0,1975.0,1295.0,985.0,2.591125198098257,78.26465927099842,15260.0,249630.0,16.015404088007973,4.370775321142919,3.420138421350281,45.99951525597178,24.584601298036787,41.86841892656128,15.738022782969326,36.12689521449924,16.26316214687744,Sacramento,Sacramento County,38.65,-121.44,11587.0,CA
95841,19730.0,33.8,40330.0,20047.0,25.79827673593513,5.200202736948809,168800.0,1974.0,1420.0,900.0,1.4624045554548983,76.09680341659117,0.0,0.0,14.1409021794222,7.830714647744552,0.7906741003547897,66.33046122655854,9.254941713127218,70.80587937151546,8.048656867714142,21.50025342118601,4.424733907754688,Sacramento,Sacramento County,38.66,-121.35,8804.0,CA
95842,31299.0,32.3,43327.0,19475.0,25.496022237132177,5.5944279369947925,160100.0,1977.0,1298.0,985.0,1.405716060888475,78.29294812053433,13940.0,252970.0,16.681044122815425,6.907568931914757,1.3099460046646858,63.53877120674782,11.156905971436789,63.60267101185342,10.629732579315633,21.607719096456755,5.770152401035177,Sacramento,Sacramento County,38.68,-121.35,12111.0,CA
